id,product_name,brand,category,product_url,ingredient_raw,price
70,Wardah UV Shield Skin Filter Tinted Sunscreen SPF 50 PA++++,Wardah,"#paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-uv-shield-skin-filter-tinted-sunscreen-spf-50-pa,"Aqua, Glycerin, Niacinamide, Propylheptyl Caprylate, Dimethicone, Ethylhexyl Methoxycinnamate, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Cetearyl Olivate, Dimethicone/Vinyl Dimethicone Crosspolymer, Ethylhexyl Triazone, Cetyl Alcohol, Phenoxyethanol, Propanediol, Ammonium Acrylates Copolymer, PEG-40 Castor Oil, Panthenol, Allantoin, Alpha-Arbutin, Adenosine, Hydrolyzed Hyaluronic Acid, Sorbitan Olivate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Caprylic/Capric Triglyceride, Cetyl Palmitate, Laureth-23, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Steareth-100, Triethylene Glycol, Disodium EDTA, Xanthan Gum, 1,2-Hexanediol, Caprylhydroxamic Acid, Ammonium Polyacrylate, Butylene Glycol, Tocopherol, BHT, Silanetriol, Fragrance, Ci 77891, Ci 77492, Ci 77493.",
71,Triple Care Acne Calm Micellar Water,Facetology,"#paraben-free, #sulfate-free, #silicone-free, #alcohol-free, #fragrance & essentialoil-free",https://www.skincarisma.com/products/triple-care-acne-calm-micellar-water,"Water, Butylene Glycol, Disodium Cocoamphodiacetate, PEG-6 Caprylic/Capric Glycerides, Urea, Polysorbate 20, Salicylic Acid, Sodium Chloride, PEG-40 Hydrogenated Castor Oil, Allantoin, Sodium Glycolate, Centella Asiatica Extract, Lactic Acid, DMDM Hydantoin, Sodium Hydroxide, Disodium EDTA, Propylene Glycol, Hamamelis Virginiana Extract, Glycerin, Mentha Piperita Oil, 1,2-Hexanediol, Melaleuca Alternifolia Leaf Oil, Citric Acid, Sodium Benzoate, Potassium Sorbate",
72,Wardah Aloe Seaweed Micellar Water,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-aloe-seaweed-micellar-water,"Aqua, PEG-7 Glyceryl Cocoate, Hexylene Glycol, Niacinamide, Propanediol, Mannitol, Panthenol, Phenoxyethanol, Glycerin, Allantoin, Xylitol, Propylene Glycol, Cetrimonium Bromide, Cucumis Sativus Fruit Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Ethylhexylglycerin, Ulva Lactuca Extract, Biosaccharide Gum-2, Tetrasodium EDTA, Potassium Sorbate, Sodium Benzoate.",
73,Crystal Secret 3% Tranexamic Complex + Alpha Arbutin Dark Spot Corrector Serum,Wardah,#paraben-free,https://www.skincarisma.com/products/crystal-secret-3-tranexamic-complex-alpha-arbutin-dark-spot-corrector-serum,"Aqua, Glycerin, Niacinamide, Cyclopentasiloxane, Dimethicone, Tranexamoyl Dipeptide-23, Pentylene Glycol, Trehalose, Aluminium Starch Octenylsuccinate, Butylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polymethyl Methacrylate, Bisabolol, Alpha-Arbutin, Leontopodium Alpinum Extract, Cetearyl Dimethicone Crosspolymer, Glyceryl Polyacrylate, Disodium EDTA, Sodium Hydroxide, Fragrance, Citric Acid, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Chlorphenesin",
74,Acne & Oil Correct Physical Sunscreen SPF 50+,Labore,#fragrance & essentialoil-free,https://www.skincarisma.com/products/acne-oil-correct-physical-sunscreen-spf-50,"Aqua, Zinc Oxide, C12-15 Alkyl Benzoate, C14-22 Alcohols, Propanediol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Bisabolol, C12-20 Alkyl Glucoside, Glycerin, 1,2-Hexanediol, Triethoxycaprylylsilane, Polyacrylate Crosspolymer-6, Allantoin, Chlorphenesin, Polyhydroxystearic Acid, Butylene Glycol, Silica, Dibutyl Adipate, Madecassoside, Bacillus Lysate, Caprylhydroxamic Acid, Aminomethyl Propanol, Maltodextrin, Chlorophyllin-Copper Complex, Glucose, Vitis Vinifera (Grape) Leaf Extract, Lactobacillus Ferment, Palmitoyl Pentapeptide-4, Actinidia Polygama Fruit Extract, Camellia Sinensis Leaf Extract",
75,Wardah Acnederm Night Treatment Moisturizer,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-acnederm-night-treatment-moisturizer,"Aqua, Dimethicone, Butylene Glycol, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isononyl Isononanoate, Cetearyl Dimethicone Crosspolymer, Sorbitan Stearate, Polysorbate 60, Phenoxyethanol, Silica, C14-22 Alcohols, Triethanolamine, Propylene Glycol, Salicylic Acid, C12-20 Alkyl Glucoside, Disodium EDTA, Ethylhexylglycerin, Capryloyl Glycine, Hexylene Glycol, Ascorbyl Tetraisopalmitate, Sarcosine, Centella Asiatica Extract, Cinnamomum Zeylanicum Bark Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Glucose, Camellia Sinensis Leaf Extract, Licorice Root Extract, Chamomilla Recutita Flower Extract, Rosemary Leaf Extract.",
76,Perfect Purifying Facial Foam,Mineral Botanica,#paraben-free,https://www.skincarisma.com/products/perfect-purifying-facial-foam,"Water, Glycerin, Cocamidopropyl Betaine, Stearic Acid, Propylene Glycol, Sodium Laureth Sulfate, Lauric Acid, Lauryl Betaine, Myristic Acid, Palmitic Acid, Potassium Hydroxide, Niacinamide, Glycol Stearate, Glycyrrhiza Glabra Root Extract, Cocamide DEA, Centella Asiatica Leaf Extract, Salicylic Acid, Ethylhexylglycerin, Butylene Glycol, Sodium Lauroyl Methylaminopropionate, Alcohol, Hydroxypropyl Methylcellulose, Phenoxyethanol, Parfum, DMDM Hydantoin, Disodium EDTA, Triclosan, Potassium Sorbate, Sodium Benzoate, Sodium Chloride.",
77,Wardah Colorfit Mattifying Powder,Wardah,"#paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-colorfit-mattifying-powder,"Talc, Corn (Zea Mays) Starch, Zinc Oxide, Titanium Dioxide, Mica, Zinc Stearate, Phenoxyethanol, Dimethicone, Ethylhexylglycerin, Aluminum Hydroxide, Hydrogen Dimethicone, Fragrance, Glycerin, Caprylic/Capric Triglyceride, Aqua, Centella Asiatica Extract, Tocopherol, Hydrogenated Lecithin, Cholesterol, Ci 77492, Ci 77491, Ci 77499.",
78,Wardah Sunscreen,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-sunscreen,"Salicylic Acid, Panthenol, Allantoin, Green Tea, + Vitamin B3, Aqua, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Propanediol, Butylene Glycol, Octocrylene, Ammonium Acryloyldimethyltaurate/VP Copolymer, Phenoxyethanol, Aluminum Starch Octenylsuccinate, Niacinamide, Cetearyl Olivate, Chlorphenesin, Glycerin, Propylene Glycol, Lecithin, Sorbitan Olivate, Aminomethyl Propanol, Glycyrrhiza Glabra (Licorice) Root Extract, Disodium EDTA, Artemisia Capillaris Flower Extract, Camellia Sinensis Leaf Extract, Haberlea Rhodopensis Leaf Extract, BHT, Potassium Sorbate, Sodium Benzoate, Citric Acid.",
79,Bright + Tone Up Micellar Water,Wardah,#paraben-free,https://www.skincarisma.com/products/bright-tone-up-micellar-water,"Aqua, PEG-6 Caprylic/Capric Glycerides, Hexylene Glycol, Niacinamide, PEG-7 Olive Glycerides, Glycerin, Propanediol, Mannitol, Propylene Glycol, Phenoxyethanol, Panthenol, Xylitol, Allantoin, Cetrimonium Bromide, Cucumis Sativus Fruit Extract, Disodium EDTA, Ethylhexylglycerin, Biosaccharide Gum-2, Butylene Glycol, Fragrance, Actinidia Polygama Fruit Extract",
80,wardah hanimayada,wardah,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #silicone-free",https://www.skincarisma.com/products/wardah-hanimayada,"ah dan leher, bilas hinggd dersi lsin, aerah mata, ents: water, acrylates copolymer, dopropyl betaine, propylene glyc sodium lauroyl sarcosinate, from about, sodium pca, potassium coco you, sodium laureth sulfate, potas e, sodium chloride, phenoxyethar m hydroxide, dmdm hydantoin, exylglycerin, disodium edta, aloe thick leaf extract, p ate, sodium benzoate, for normal to dry 100 ml.",
81,Cica Panthenol Soothing Moisturiser,Glowsophy,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #silicone-free, #sulfate-free",https://www.skincarisma.com/products/cica-panthenol-soothing-moisturiser,"Water, Glycerin, Butylene Glycol, Panthenol, Artemisia Argyi Leaf Extract, Glycereth-26, 1,2-Hexanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyacetophenone, Silk Extract, Xanthan Gum, Diglycerin, Triethanolamine, Glycosyl Trehalose, Hydrogenated Starch Hydrolysate, Centella Asiatica Extract, Cladosiphon Okamuranus Extract, Allantoin, Tremella Fuciformis Sporocarp Extract, Glycyrrhiza Uralensis Root Extract, Portulaca Oleracea Flower/Leaf/Stem Extract, Paeonia Suffruticosa Extract, Paeonia Lactiflora Extract, Glucose, Lactobacillus Ferment Lysate, Bifida Ferment Lysate, Phenoxyethanol, Streptococcus Thermophilus Ferment, Chlorella Vulgaris Extract, Camellia Sinensis Leaf Extract, Houttuynia Cordata Extract, Madecassoside, Bisabolol, Hydrogenated Lecithin, Chlorphenesin, Ethylhexylglycerin, Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Ceramide NP, Ceramide EOP, Ceramide EOS, Ceramide AS, Ceramide AP, Ceramide NS, Ceramide NG.",
82,Acnederm Pure Foaming Cleanser,Wardah,#paraben-free,https://www.skincarisma.com/products/acnederm-pure-foaming-cleanser,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Propylene Glycol, Sodium Lauroyl Sarcosinate, Sodium Chloride, Decyl Glucoside, PEG-120 Methyl Glucose Dioleate, Acrylates Copolymer, PEG-3 Distearate, Zinc Gluconate, Salicylic Acid, DMDM Hydantoin, Fragrance, Triethanolamine, Allantoin, Disodium EDTA",
83,Acne Gentle Cleansing Foam,Azarine,#paraben-free,https://www.skincarisma.com/products/acne-gentle-cleansing-foam,"Aqua, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Propanediol, Glycerin, Aloe Barbadensis Leaf Extract, Hamamelis Virginiana Leaf Extract, Polyacrylate Crosspolymer-6, Alcohol, Citrus Limon (Lemon) Fruit Extract, Chlorphenesin, Salicylic Acid, Rheum Palmatum Root Extract, Allantoin, Honey (Mel), Portulaca Oleracea Extract, Fragrance, Citric Acid",
84,Nature Daily Aloe Seaweed Micellar Water,Wardah,#fragrance & essentialoil-free,https://www.skincarisma.com/products/nature-daily-aloe-seaweed-micellar-water,"Aqua, PEG-7 Glyceryl Cocoate, Hexylene Glycol, Niacinamide, Propanediol, Mannitol, Panthenol, Phenoxyethanol, Glycerin, Allantoin, Xylitol, Propylene Glycol, Cetrimonium Bromide, Olive Oil PEG-7 Esters, Cucumis Sativus Fruit Extract, Aloe Barbadensis Leaf Extract, Ethylhexylglycerin, Ulva Lactuca Extract, Biosaccharide Gum-2, Tetrasodium EDTA, Potassium Sorbate, Sodium Benzoate",
85,Wardah Exosome + PDRN Lift Regenerating Serum,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-exosome-pdrn-lift-regenerating-serum,"Aqua, Niacinamide, Glycerin, Dimethicone, Methyl Gluceth-20, Butylene Glycol, Cetyl Alcohol, Oligopeptide-1, Centella Asiatica Leaf Vesicles, Sodium Dna, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Ceramide NP, Sodium Hyaluronate, Arachidyl Alcohol, Hydroxypropyl Tetrahydropyrantriol, Behenyl Alcohol, Polyacrylate-13, Allantoin, Bisabolol, Phenyl Trimethicone, Propanediol, Arachidyl Glucoside, Chlorphenesin, Polyisobutene, Caprylic/Capric Triglyceride, Polysorbate 20, Disodium EDTA, Pentylene Glycol, Carbomer, Deoxyphytantriyl Palmitamide Mea, Hydrogenated Lecithin, Cholesterol, Aminomethyl Propanol, Phenoxyethanol, 1,2-Hexanediol.",
86,Hydra Rose NMF Amino + Pentavitin Barrier Replenish Gel Cleanser,Wardah,#paraben-free,https://www.skincarisma.com/products/hydra-rose-nmf-amino-pentavitin-barrier-replenish-gel-cleanser,"Aqua, Glycerin, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Propylene Glycol, Acrylates Copolymer, Sodium PCA, Decyl Glucoside, Phenoxyethanol, Sodium Lauroyl Sarcosinate, Sodium Chloride, Citric Acid, Sodium Hydroxide, Chlorphenesin, Glyceryl Polyacrylate, Brassica Campestris (Rapeseed) Seed Oil, Disodium EDTA, Saccharide Isomerate, Parfum, Rose Extract, Sodium Citrate, Tocopherol",
87,Wardah UV Shield Airy Sunscreen Serum,Wardah,"#paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-uv-shield-airy-sunscreen-serum,"Aqua, Ethylhexyl Methoxycinnamate, Octocrylene, Butyl Methoxydibenzoylmethane, Polymethyl Methacrylate, Dimethicone, Ethylhexyl Triazone, Ammonium Acryloyldimethyltaurate/VP Copolymer, Phenoxyethanol, Arachidyl Alcohol, Dipropylene Glycol, Butylene Glycol, Behenyl Alcohol, Chlorphenesin, Allantoin, Glycerin, Arachidyl Glucoside, Fragrance, Kaolin, Xanthan Gum, Propanediol, Disodium EDTA, Lecithin, BHT, Trideceth-9, Centella Asiatica Extract, Vitis Vinifera (Grape) Leaf Extract, PEG-40 Hydrogenated Castor Oil, Haberlea Rhodopensis Leaf Extract, Artemisia Capillaris Flower Extract, Ethylhexylglycerin, Polysorbate 20, Ci 42090, Ci 19140.",
88,UV Shield Physical Sunscreen Serum SPF 50+ PA++++,Wardah,#fragrance & essentialoil-free,https://www.skincarisma.com/products/uv-shield-physical-sunscreen-serum-spf-50-pa,"Aqua, Zinc Oxide, C12-15 Alkyl Benzoate, Propanediol, Maleated Soybean Oil Glyceryl/Octyldodecanol Esters, Glycerol, Octyldodecanol, Trisiloxane, Biosaccharide Gum-1, Dibutyl Adipate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Bisabolol, Glycerin, Allantoin, Avena Sativa Kernel Flour, Caprylhydroxamic Acid, Phenoxyethanol, Artemisia Capillaris Flower Extract, Houttuynia Cordata Extract, Haberlea Rhodopensis Leaf Extract, Camellia Sinensis Leaf Extract, Polymethylsilsesquioxane, 1,2-Hexanediol, Arachidyl Alcohol, Butylene Glycol, Triethoxycaprylylsilane, Polyacrylate Crosspolymer-6, Polyhydroxystearic Acid, Behenyl Alcohol, Chlorphenesin, Arachidyl Glucoside",
89,Wardah UV Shield SPF 35 Pa +++ Essential Gel Sunscreen Serum,Wardah,"#paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-uv-shield-spf-35-pa-essential-gel-sunscreen-serum,"Aqua, Ethylhexyl Methoxycinnamate, Niacinamide, Butyl Methoxydibenzoylmethane, Phenyl Trimethicone, Octocrylene, Cetearyl Alcohol, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Butylene Glycol, Cetearyl Glucoside, Chlorphenesin, Allantoin, Xanthan Gum, Disodium EDTA, Fragrance, Lecithin, Glycerin, BHT, Glucose, Dextrin Palmitate, Arbutin, Citric Acid, Sodium Sulfite, Acetyl Tyrosine, Saxifraga Sarmentosa Extract, Paeonia Suffruticosa Root Extract, Aminopropyl Ascorbyl Phosphate, Scutellaria Baicalensis Root Extract, Glutathione.",
90,Wardah Crystal Secret Exfoliating Toner,Wardah,"#paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-crystal-secret-exfoliating-toner,"Aqua, Propylene Glycol, Biosaccharide Gum-1, Vaccinium Myrtillus Fruit Extract, Propanediol, Gluconolactone, Saccharum Officinarum (Sugar Cane) Extract, Phenoxyethanol, Chlorphenesin, Allantoin, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Xanthan Gum, Disodium EDTA, Fragrance, Glycerin, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Leontopodium Alpinum Extract, Polysorbate 20, Citric Acid, Potassium Sorbate, Sodium Benzoate.",
91,Perfect Bright Creamy Foam Brightening + Smooth Glowing,Wardah,#paraben-free,https://www.skincarisma.com/products/perfect-bright-creamy-foam-brightening-smooth-glowing-1,"Aqua, Myristic Acid, Glycerin, Butylene Glycol, Potassium Hydroxide, Stearic Acid, Glyceryl Stearate, Lauric Acid, PEG-3 Distearate, Decyl Glucoside, Olive Oil PEG-7 Esters, Polyquaternium-7, Sodium Methyl Cocoyl Taurate, Niacinamide, Sodium Ascorbyl Phosphate, Phenoxyethanol, Fragrance, Panthenol, Hydroxypropyl Methylcellulose, Ethylhexylglycerin, Disodium EDTA, Ulva Lactuca Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Potassium Sorbate, Sodium Benzoate, Vitis Vinifera (Grape) Seed Extract",
92,Lightening Serum Ampoule,Wardah,#paraben-free,https://www.skincarisma.com/products/lightening-serum-ampoule-1,"Aqua, Butylene Glycol, Niacinamide, Cyclopentasiloxane, Glycerin, Biosaccharide Gum-1, Ammonium Acryloyldimethyltaurate/VP Copolymer, Phenoxyethanol, Bisabolol, Dimethicone, Chlorphenesin, Polyglyceryl-3 Methylglucose Distearate, Polysorbate 20, Disodium EDTA, Dimethicone/Vinyl Dimethicone Crosspolymer, Fragrance, Sodium Hydroxide.",
93,Sunbrella Triple UV Elixir Sunscreen SPF 50+ PA++++,Y.O.U,#paraben-free,https://www.skincarisma.com/products/sunbrella-triple-uv-elixir-sunscreen-spf-50-pa,"Water, Ethylhexyl Methoxycinnamate, Glycerin, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Propylene Glycol, Octocrylene, Cyclopentasiloxane, Trimethylsiloxysilicate, C14-22 Alcohols, Dimethicone, Cyclohexasiloxane, Caprylic/Capric Triglyceride, C20-22 Alkyl Phosphate, C20-22 Alcohols, Titanium Dioxide, Glyceryl Stearate, Phenoxyethanol, C12-20 Alkyl Glucoside, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Sorbitan Stearate, Polyhydroxystearic Acid, Isohexadecane, Hydroxyacetophenone, Triethanolamine, Dipotassium Glycyrrhizate, Allantoin, Hydrated Silica, Polysorbate 80, Menthol, Parfum, Bisabolol, Tocopheryl Acetate, Hydrogen Dimethicone, Aluminum Hydroxide, Sorbitan Oleate, Disodium EDTA, Squalane, Butyl Methoxydibenzoylmethane, Hamamelis Virginiana Extract, Polyester-7, Neopentyl Glycol Diheptanoate, Pseudoalteromonas Ferment Extract, Butylene Glycol, Zinc PCA, Propanediol, Zea Mays Starch, Myrothamnus Flabellifolia Leaf/Stem Extract, Hydrolyzed Corn Starch, Hydrolyzed Corn Starch Octenylsuccinate, Butyrospermum Parkii Butter, 1,2-Hexanediol, Cocamidopropyl Dimethylamine, Buddleja Officinalis Flower Extract, Sodium Salicylate, Phenylethyl Resorcinol, Lactic Acid, Palmitoyl Tripeptide-5, Madecassoside, Asiaticoside, Ethylhexylglycerin, Madecassic Acid, Asiatic Acid.",
94,Wardah Cica Panthenol Hydramild Soothing Toner,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-cica-panthenol-hydramild-soothing-toner,"Aqua, Dipropylene Glycol, Niacinamide, Methyl Gluceth-20, Phenoxyethanol, Butylene Glycol, Panthenol, Propylene Glycol, Allantoin, Aloe Barbadensis (Aloe Vera) Leaf Extract, Disodium EDTA, Ethylhexylglycerin, Centella Asiatica Extract, Potassium Sorbate, Sodium Benzoate, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Mentha Piperita Leaf Extract, Glycerin, Polysorbate 60.",
95,Wardah Perfect Bright Moisturiser,Wardah,"#paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-perfect-bright-moisturiser,"Myristic Acid, Glycerin, Aqua, Propylene Glycol, Potassium Hydroxide, Stearic Acid, Glycol Distearate, Lauric Acid, Glyceryl Stearate, Decyl Glucoside, Olive Oil, PEG-7 Esters, Fragrance, Niacinamide, Phenoxyethanol, Ethylhexylglycerin, Kaolin, Panthenol, Silica, Disodium EDTA, Polyquaternium-7, Sodium Benzoate, Butylene Glycol, Isomalt, Vaccinium Macrocarpon Fruit Extract, Euterpe Oleracea Fruit Extract, Potassium Sorbate, Callicarpa Japonica Fruit Extract, Lecithin, Lycium Barbarum Callus Culture Extract.",
96,Skin Barrier Sunscreen Gel SPF50+ PA++++,Dear Me Beauty,#fragrance & essentialoil-free,https://www.skincarisma.com/products/skin-barrier-sunscreen-gel-spf50-pa,"Water, Zinc Oxide, Titanium Dioxide, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Aloe Ferox Leaf Juice Extract, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Polyquaternium-7, Propanediol, Isohexadecane, Sodium Hyaluronate, Ceramide 3, Chlorphenesin, Polysorbate 60, Acrylates Crosspolymer, Phenoxyethanol, Allantoin, Panthenol, Laureth-1 Phosphate, Ectoin, Potassium Hydroxide",
97,Wardah Nature Daily Sheet Mask Rice,Wardah,"#paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-nature-daily-sheet-mask-rice,"Aqua, Glycerin, Benzyl Alcohol, Lecithin, Sodium Polyacrylate, Sorbitan Caprylate, Xanthan Gum, Dehydroacetic Acid, PEG-40 Hydrogenated Castor Oil, Citric Acid, Fragrance, Phenoxyethanol, Hydrolyzed Rice Bran Extract, Rosa Rugosa Flower Extract.",
98,Vit C Collagen Serum,Viva Cosmetics,#fragrance & essentialoil-free,https://www.skincarisma.com/products/vit-c-collagen-serum,"Aqua, Niacinamide, Sodium Ascorbyl Phosphate, Butylene Glycol, Propanediol, Phenoxyethanol, Polyacrylate Crosspolymer-6, Hydrolyzed Collagen, Cellulose Gum, Disodium EDTA, Ethylhexylglycerin, Triethylene Glycol, Sodium Hyaluronate, Kappaphycus Alvarezii Extract",
99,Wardah Light Gentle Cleanser,Wardah,"#paraben-free, #silicone-free",https://www.skincarisma.com/products/wardah-light-gentle-cleanser,"Aqua, Ammonium Lauryl Sulfate, Sodium Laureth Sulfate, Sodium Lauroyl Sarcosinate, Glycerin, Cocamidopropyl Betaine, PEG-3 Distearate, Potassium Laureth Phosphate, Triethanolamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citric Acid, Phenoxyethanol, Fragrance, Niacinamide, Sodium Chloride, Ethylhexylglycerin, Propylene Glycol, Glycyrrhiza Glabra (Licorice) Root Extract.",
100,Wardah UV Shield Acne Calming Sunscreen Moisturizer SPF 35 Pa +++,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-uv-shield-acne-calming-sunscreen-moisturizer-spf-35-pa,"Aqua, Ethylhexyl Methoxycinnamate, Niacinamide, Butyl Methoxydibenzoylmethane, Aluminum Starch Octenylsuccinate, Phenoxyethanol, Cetearyl Olivate, Propanediol, Butylene Glycol, Octocrylene, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sorbitan Olivate, Polymethyl Methacrylate, Aminomethyl Propanol, Allantoin, Panthenol, Salicylic Acid, Xanthan Gum, Triethylene Glycol, Ethylhexyl Triazone, Tetrasodium EDTA, Lecithin, BHT.",
101,Wardah Nature Daily Mineral+ Clarifying Clay Mask,Wardah,"#alcohol-free, #paraben-free, #silicone-free",https://www.skincarisma.com/products/wardah-nature-daily-mineral-clarifying-clay-mask,"Aqua, Kaolin, Bentonite, PVP, Glycerin, Titanium Dioxide, Cellulose Gum, Mineral Oil (Paraffinum Liquidum), Polysorbate 60, DMDM Hydantoin, Sodium Lauryl Sulfate, Fragrance, Charcoal Powder, Butylene Glycol, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Caprae Lac Extract, Maltodextrin, Propylene Glycol, Aloe Barbadensis Leaf Extract, Potassium Sorbate, Sodium Benzoate, Ulva Lactuca Extract, Tocopheryl Acetate, Ci 77499.",
102,Wardah Acnederm Acne Care Serum,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-acnederm-acne-care-serum,"Aqua, Ethanol, Propanediol, Niacinamide, Methyl Gluceth-20, Potassium Azeloyl Diglycinate, Salicylic Acid, Xanthan Gum, 1,2-Hexanediol, Aminomethyl Propanol, Glyserin, Chlorphenesin, Allantoin, Polyacrylate Crosspolymer-6, Sclerotium Gum, Tetrasodium EDTA, Caprylyl Hydroxamic Acid, Melaleuca Alternifolia Leaf Oil, Sodium Hyaluronate, Potassium Chloride, Phenoxyethanol, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Salix Alba Bark Extract, Caprylyl Glycol, Polysorbate 20, Potassium Sorbate, Sodium Benzoate.",
103,Lightening Face Toner,Wardah,"#alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/lightening-face-toner,"Water, Triethanolamine, Glycolic Acid, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Trideceth-9, Niacinamide, Parfum, Ethylhexylglycerin, Propylene Glycol, Polysorbate 20, Tocopheryl Acetate, Ulva Lactuca Extract, Glycerin, Glycyrrhiza Glabra Root Extract, Potassium Sorbate, Sodium Benzoate.",
104,Milk Cleanser Bengkuang,Viva Cosmetics,"#sulfate-free, #silicone-free, #alcohol-free",https://www.skincarisma.com/products/milk-cleanser-bengkuang,"Water, Paraffinum Liquidum, Stearic Acid, Cetyl Alcohol, Triethanolamine, Pachyrhizus Erosus Root Extract, Methylparaben, Parfum, Propylparaben, Polysorbate 80, Propylene Glycol, Helianthus Annuus Seed Oil, BHT, Citric Acid.",
105,Wardah Spray On Serum,Wardah,"#alcohol-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-spray-on-serum,"Aqua, Neopentyl Glycol Diheptanoate, Dipropylene Glycol, Niacinamide, Diphenyl Dimethicone, Vaccinium Myrtillus Fruit Extract, Limnanthes Alba Seed Oil, Crambe Abyssinica Seed Oil, Saccharum Officinarum (Sugar Cane) Extract, Glycerin, Saccharide Isomerate, Allantoin, Hydrolyzed Sodium Hyaluronate, Helianthus Annuus Seed Oil, Rosmarinus Officinalis Leaf Extract, SH-Polypeptide-123, Tripeptide-1, Zea Mays Oil, Hexapeptide-9, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Acer Saccharum (Sugar Maple) Extract, Cellulose Gum, Actinidia Polygama Fruit Extract, Butylene Glycol, Propylene Glycol, Beta-Carotene, Tocopherol, Xanthophylls, Citric Acid, Sodium Citrate, Hydroxyacetophenone, Potassium Hydroxide, Fragrance, Chlorphenesin.",
